sku,name,category,price_mxn,price_usd,unit,active
SALE-VIP-40-PUL-EXT,"VIP-40 PUL. EXT.",cocktail,100,,unit,true
SALE-VIP-41-PUL-EXT,"VIP-41 PUL. EXT.",cocktail,100,,unit,true
SALE-VIP-42-PUL-EXT,"VIP-42 PUL. EXT.",cocktail,100,,unit,true
SALE-VIP-43-PUL-EXT,"VIP-43 PUL. EXT.",cocktail,100,,unit,true
SALE-VIP-44-PUL-EXT,"VIP-44 PUL. EXT.",cocktail,100,,unit,true
SALE-VIP-45-PUL-EXT,"VIP-45 PUL. EXT.",cocktail,100,,unit,true
SALE-VIP-46-PUL-EXT,"VIP-46 PUL. EXT.",cocktail,100,,unit,true
SALE-VIP-47-PUL-EXT,"VIP-47 PUL. EXT.",cocktail,100,,unit,true
SALE-VIP-48-PUL-EXT,"VIP-48 PUL. EXT.",cocktail,100,,unit,true
SALE-VIP-49-PUL-EXT,"VIP-49 PUL. EXT.",cocktail,100,,unit,true
SALE-VIP-50-PUL-EXT,"VIP-50 PUL. EXT.",cocktail,100,,unit,true
SALE-VIP-51-PUL-EXT,"VIP-51 PUL. EXT.",cocktail,100,,unit,true
SALE-VIP-52-PUL-EXT,"VIP-52 PUL. EXT.",cocktail,100,,unit,true
SALE-VIP-53-PUL-EXT,"VIP-53 PUL. EXT.",cocktail,100,,unit,true
ING-002110,"TEQUILA 30-30 AÑEJO652.59",ingredient,0,,unit,false
ING-002109,"TEQUILA 30-30 BLANCO",ingredient,0,,ml,false
ING-002107,"TEQUILA 30-30 CRISTALINO",ingredient,0,,unit,false
ING-002108,"TEQUILA 30-30 REPOSADO",ingredient,0,,unit,false
ING-001051,"TECATE LIGHT",ingredient,0,,unit,false
ING-001059,"TECATE ROJA",ingredient,0,,unit,false
ING-001026,"GINEBRA (SUSPENDIDO)",ingredient,0,,unit,false
ING-001027,"LICOR CARIBU DURAZNO - (1L -",ingredient,0,,ml,false
ING-001002,"LICOR CARIBU TRIPLE SEC - (1L",ingredient,0,,ml,false
ING-001004,"SPRITE - (3L - 99 OZ / 2L - 66 OZ",ingredient,0,,ml,false
ING-001024,"VODKA ZAVERICH - (1L - 33 OZ)",ingredient,0,,ml,false
ING-002070,"VODKA ABSOLUT - (750 ML)",ingredient,0,,unit,false
ING-001056,"VODKA ABSOLUT LIMON - (750 M",ingredient,0,,unit,false
ING-004014,"VODKA ABSOLUT MANGO - (750",ingredient,0,,unit,false
ING-001057,"VODKA ABSOLUT PERA - (750 M",ingredient,0,,unit,false
ING-001058,"VODKA ABSOLUT RASPBERRY",ingredient,0,,ml,false
ING-002068,"VODKA ABSOLUT SANDIA - (750",ingredient,0,,unit,false
ING-001054,"AGUA",ingredient,0,,unit,false
ING-003024,"AGUA MINERAL - (355 ML)",ingredient,0,,unit,false
ING-001030,"JUGO ARANDANO - (1L - 33 OZ)",ingredient,0,,ml,false
ING-002071,"RON ANTILLANO BLANCO - (1L -",ingredient,0,,ml,false
ING-001032,"RON MALIBU - (750 ML - 25 OZ)",ingredient,0,,ml,false
ING-001010,"TEQUILA MANGO AZUL - (700 M",ingredient,0,,ml,false
ING-001008,"AGUA MINERAL - (2L - 66 OZ)",ingredient,0,,ml,false
ING-001007,"LICOR CARIBU CURACAO AZUL",ingredient,0,,ml,false
ING-004007,"VODKA OSO NEGRO - (1L - 33 O",ingredient,0,,ml,false
ING-001037,"POWERADE - (1L - 33 OZ)",ingredient,0,,ml,false
ING-001011,"CONCENTRADO MANGO - (1L -",ingredient,0,,ml,false
ING-001039,"JUGO MANGO - (1L - 33 OZ)",ingredient,0,,ml,false
ING-001052,"RON BACARDI BLANCO - (750 M",ingredient,0,,ml,false
ING-006024,"COCA COLA - (3L - 99 OZ)",ingredient,0,,ml,false
ING-001043,"RON BACARDI LIMON - (750 ML",ingredient,0,,ml,false
ING-001012,"RON BACARDI MANGO - (750 M",ingredient,0,,ml,false
ING-001006,"RON BACARDI RASPBERRY - (7",ingredient,0,,ml,false
ING-001034,"CALAHUA - (1L - 33 OZ)",ingredient,0,,ml,false
ING-001009,"JUGO PIÑA - (1L - 33 OZ)",ingredient,0,,ml,false
ING-001023,"FRESCA 3 L (SUSPENDIDO)",ingredient,0,,unit,false
ING-001042,"GLITTER (SUSPENDIDO)",ingredient,0,,ml,false
ING-001013,"LICOR GRANADINA - (1L - 33 OZ",ingredient,0,,ml,false
ING-001079,"TEQUILA (CABRITOS, HERENCIA",ingredient,0,,ml,false
ING-002113,"TEQUILA BARULLO SANDIA",ingredient,0,,unit,false
ING-001017,"NARANJADA - (2L - 66 OZ)",ingredient,0,,ml,false
ING-001074,"WHISKY BLACK LABEL - (750 ML",ingredient,0,,ml,false
ING-001021,"MONSTER - (473 ML - 16 OZ)",ingredient,0,,ml,false
ING-001040,"CARNATION - (1L - 33 OZ / 340 M",ingredient,0,,ml,false
ING-001022,"WHISKY BLUE LABEL",ingredient,0,,unit,false
ING-002069,"VODKA BOMBAY",ingredient,0,,unit,false
ING-001001,"VINO ESPUMOSO CHAMPAGNE",ingredient,0,,unit,false
ING-001075,"WHISKY DOUBLE BLACK LABEL",ingredient,0,,unit,false
ING-001018,"WHISKEY RED LABEL - (700 ML",ingredient,0,,ml,false
ING-001029,"TEQUILA DE LA CASA (SUSPEN",ingredient,0,,ml,false
ING-002076,"GINEBRA OSO NEGRO - (1L -",ingredient,0,,ml,false
ING-004020,"BOTE TECATE BLANCO (SUSPE",ingredient,0,,unit,false
ING-004019,"BOTE TECATE ROJO (SUSPEND",ingredient,0,,unit,false
ING-001070,"TEQUILA MAESTRO DOBEL - (70",ingredient,0,,ml,false
ING-001076,"WHISKY BUCHANNANS 12 - (750",ingredient,0,,ml,false
ING-001077,"WHISKY BUCHANNANS 18 - (750",ingredient,0,,ml,false
ING-002111,"WHISKY BUCHANNANS 21 *RED",ingredient,0,,unit,false
ING-002061,"WHISKY BUCHANNANS MASTER",ingredient,0,,unit,false
ING-002062,"WHISKY BUCHANNANS PIÑA",ingredient,0,,unit,false
ING-001087,"BUZZBALL (SUSPENDIDO)",ingredient,0,,ml,false
ING-001089,"CAGUAMA MILLER (SUSPENDID",ingredient,0,,unit,false
ING-001090,"CAGUAMA TECATE BLANCA (SU",ingredient,0,,unit,false
ING-001073,"CAGUAMA TECATE ROJA (SUSP",ingredient,0,,unit,false
ING-001005,"LICOR JARABE NATURAL - (1L -",ingredient,0,,ml,false
ING-003026,"SQUIRT GRANDE (3L - 99 OZ /",ingredient,0,,ml,false
ING-001020,"RON CAPITAN MORGAN - (700 M",ingredient,0,,ml,false
ING-001094,"CARIBE COOLER - SUSPENDIDO",ingredient,0,,unit,false
ING-001046,"LICOR JAGERMEISTER - (700 M",ingredient,0,,ml,false
ING-001050,"CLAMATO - ( 2.54L - 85 OZ)",ingredient,0,,ml,false
ING-001068,"TEQUILA CLASE AZUL",ingredient,0,,unit,false
ING-001062,"COCA COLA - (355 ML)",ingredient,0,,unit,false
ING-001093,"COCA COLA LIGHT - (SUSPEND",ingredient,0,,unit,false
ING-001082,"VINO ESPUMOSO DOM PERIGN",ingredient,0,,unit,false
ING-001067,"TEQUILA DON JULIO",ingredient,0,,unit,false
ING-001033,"TEQUILA DON JULIO 70 - (23 OZ",ingredient,0,,ml,false
ING-001065,"TEQUILA DON JULIO BLANCO",ingredient,0,,unit,false
ING-001066,"TEQUILA DON JULIO REPOSAD",ingredient,0,,unit,false
ING-001084,"VODKA SMIRNOF TAMARINDO -",ingredient,0,,ml,false
ING-001016,"VODKA TAMARINDO (SUSPEND",ingredient,0,,unit,false
ING-001028,"FOUR LOKO",ingredient,0,,unit,false
ING-001035,"CREMA BATIDA - (425 GR - 12 O",ingredient,0,,unit,false
ING-001045,"HERSHEYS DE FRESA (SUSPEN",ingredient,0,,ml,false
ING-001044,"LICOR BAILEYS - (1L - 33 OZ)",ingredient,0,,ml,false
ING-001064,"FRESCA .355 ML (SUSPENDIDO",ingredient,0,,unit,false
ING-001069,"TEQUILA GRAN MALO",ingredient,0,,unit,false
ING-001083,"VODKA GREY GOOSE",ingredient,0,,unit,false
ING-001071,"TEQUILA HERRADURA ULTRA",ingredient,0,,unit,false
ING-001080,"LICOR HPNOTIQ",ingredient,0,,unit,false
ING-001078,"WHISKY JACK DANIELS - (700 M",ingredient,0,,ml,false
ING-001041,"JUGO NARANJA - (1L - 33 OZ)",ingredient,0,,ml,false
ING-001053,"LICOR CARIBU MELON - (1L -",ingredient,0,,ml,false
ING-002080,"VINO - (750 ML - 25 OZ)",ingredient,0,,ml,false
ING-004021,"JUGO TORONJA - (1L - 33 OZ)",ingredient,0,,ml,false
ING-002096,"MAESTRO DOBEL (SUSPENDID",ingredient,0,,unit,false
ING-001048,"LICOR KALHUA - (1L - 33 OZ)",ingredient,0,,ml,false
ING-002112,"MEZCAL 400 CONEJOS (JOVEN",ingredient,0,,unit,false
ING-001049,"PETROLEO (SUSPENDIDO)0",ingredient,0,,ml,false
ING-001061,"CONCENTRADO TAMARINDO - (",ingredient,0,,ml,false
ING-001081,"VINO ESPUMOSO MOET",ingredient,0,,unit,false
ING-001095,"LICOR DE GUANABANA (SUSPE",ingredient,0,,unit,false
ING-001025,"VODKA NUVO - SUSPENDIDO",ingredient,0,,unit,false
ING-002086,"RON BACANORA - (1L - 33 OZ)",ingredient,0,,ml,false
ING-004015,"PIÑA (SUSPENDIDO)",ingredient,0,,unit,false
ING-001015,"ALMIBAR CHERRY (SUSPENDID",ingredient,0,,ml,false
ING-002099,"TEQUILA DON JULIO 70 (SUSPE",ingredient,0,,unit,false
ING-001085,"PULSERA COVER (SUSPENDIDO",ingredient,0,,unit,false
ING-002065,"TEQUILA HORNITOS",ingredient,0,,unit,false
ING-001019,"SKY",ingredient,0,,unit,false
ING-001063,"SPRITE - (355 ML)",ingredient,0,,unit,false
ING-003027,"SQUIRT - (355 ML)",ingredient,0,,unit,false
ING-002052,"TEQUILA 1800",ingredient,0,,unit,false
ING-002106,"VODKA TITOS - (750 ML)",ingredient,0,,unit,false
ING-002082,"LICOR CARIBU MENTA VERDE -",ingredient,0,,ml,false
ING-002072,"LICOR BRANDY TORRES 10 - (7",ingredient,0,,ml,false
ING-001086,"TWISTED TEA (SUSPENDIDO)",ingredient,0,,unit,false
ING-001036,"VIP (SUSPENDIDO)",ingredient,0,,unit,false
ING-001097,"YARDA (SUSPENDIDO)",ingredient,0,,unit,false
